Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags
GORILLA CONTACT ADHESIVE CLEAR 75G TUBE,Gorilla Contact Adhesive Clear 75g,B07KWHW9SN,5704947005467,EAN,T1,95,TRUE,6000.0,-2.08,-51.02124183,4.236,6.43,C,Near-breakeven (-2.08) with 6000 monthly sales,HIGH,No,MEDIUM,0.93,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/gorilla-contact-adhesive-clear75g,https://www.amazon.co.uk/dp/B07KWHW9SN,Available (see Keepa data),UNPROFITABLE
RUSTINS BLACK MATT 250ML,"RUSTINS Quick Drying Matt Black Paint 250ml -Easy DIY Application for a Professional Finish in Minutes, Ideal for Interior & Exterior Surfaces",B001GUA846,5015332070022,EAN,T1,60,TRUE,200.0,-2.08,-54.02597403,3.96,6.36,C,Near-breakeven (-2.08) with 200 monthly sales,HIGH,No,MEDIUM,0.27,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-black-matt-250ml,https://www.amazon.co.uk/dp/B001GUA846,,UNPROFITABLE
PRODEC LOW TACK MASKING TAPE 50MMX50M,"ProDec 2 inch x 50m Low Tack Multi Surface Painters Masking Tape for Delicate Surfaces Gives Sharp Paint Lines for Indoor Painting and Decorating, Compatible with All Paints, 2"" 50mm wide",B00555K9MO,5019200033508,EAN,T1,60,TRUE,200.0,-2.08,-63.12056738,3.288,5.5,C,Near-breakeven (-2.08) with 200 monthly sales,HIGH,No,MEDIUM,0.29,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-low-tack-masking-tape-50mmx50m-113701,https://www.amazon.co.uk/dp/B00555K9MO,,UNPROFITABLE
RUSTINS MASONRY PAINT WHITE 500ML,"RUSTINS Masonry Paint, White, 500 ml (Pack of 1)",B015WDKTMS,5015332001323,EAN,T1,95,TRUE,200.0,-2.09,-35.00557414,6.516,9.98,C,Near-breakeven (-2.09) with 200 monthly sales,HIGH,No,MEDIUM,0.81,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-masonry-paint-white-500ml,https://www.amazon.co.uk/dp/B015WDKTMS,,UNPROFITABLE
DUZZIT BOX APPLIANCE DESCALER 2PK EACH,"Duzzit Appliance Descaler Easy To Use Sachets For Kettle Coffee Machine Removes Limescale, Purple (Pack Of 2)",B06X8ZQSLZ,5053249213880,EAN,T1,80,TRUE,100.0,-2.1,-140,1.14,3,C,Near-breakeven (-2.10) with 100 monthly sales,HIGH,No,MEDIUM,0.42,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/duzzit-box-appliance-descaler-2pk-each,https://www.amazon.co.uk/dp/B06X8ZQSLZ,,UNPROFITABLE
AVEENO BODY WASH VANILLA & OATS 300ML EACH,"Aveeno Daily Moisturising Yogurt Body Wash, Vanilla & Oat Scent, With Prebiotic Oat and Probiotic Greek Yogurt, Suitable For Sensitive Skin, Gently Cleanses and Moisturises, 300ml",B06XYDWX68,3574661321554,EAN,T1,60,TRUE,600.0,-2.11,-42.09827357,5.364,7.46,C,Near-breakeven (-2.11) with 600 monthly sales,HIGH,No,MEDIUM,0.33,MATCH,,Skincare   Creams & Lotions,https://www.efghousewares.co.uk/aveeno-body-wash-vanilla-oats-300ml-each-109005,https://www.amazon.co.uk/dp/B06XYDWX68,,UNPROFITABLE
ACANA MOTH MONITORING TRAP,"Acana Monitoring Moth Trap - Ideal for Protecting Clothes, Carpets & Soft Furnishings - Home & Surfaces - Traps Moths, Pheromone Technology - Harsh Chemical Free - Refillable",B00SB9FLQ0,5060214390880,EAN,T1,60,TRUE,200.0,-2.11,-43.86694387,5.112,7.5,C,Near-breakeven (-2.11) with 200 monthly sales,HIGH,No,MEDIUM,0.21,MATCH,,Command,https://www.efghousewares.co.uk/acana-moth-monitoring-trap,https://www.amazon.co.uk/dp/B00SB9FLQ0,,UNPROFITABLE
ROLSON DOUBLE PIN LEATHER BELT 50MM,Rolson 68585 50 mm Top Grain Double Pin Leather Belt,B000QF97I0,5029594685856,Title,T2,45,FALSE,100.0,-2.11,-32.46661531,7.128,9.59,C,Near-breakeven (-2.11) with 100 monthly sales,MEDIUM,Yes,MEDIUM,0.69,MATCH,,Rolson Tools,https://www.efghousewares.co.uk/rolson-double-pin-leather-belt-50mm,https://www.amazon.co.uk/dp/B000QF97I0,,"AMAZON_EAN_MISSING,UNPROFITABLE"
CLAW DRYWALL PICTURE HANGER 30KG 2PK3PH30-2UKN,"3M Claw Plasterboard Picture Hanging Wall Hooks For Hanging Home Décor, 2 Hangers, Holds up to 30 kg - Ideal for Heavyweight Items",B09RQNTMCL,4064035002374,EAN,T1,40,TRUE,400.0,-2.11,-34.33767644,6.708,7.85,C,Near-breakeven (-2.11) with 400 monthly sales,HIGH,No,MEDIUM,0.32,MATCH,,Command,https://www.efghousewares.co.uk/claw-drywall-picture-hanger-30kg-2pk3ph30-2ukn-115838,https://www.amazon.co.uk/dp/B09RQNTMCL,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
ACANA MOISTURE TRAP & FRESHENER,"Acana Advanced Safety Moisture Trap & Freshener - Ideal for Larger Rooms & Spaces - Dehumidifier for Damp, Mould - Moisture in your Home, Caravan, Kitchen, Bathroom, Bedroom, Garage, Office",B00S9OR05W,5060214390903,EAN,T1,60,TRUE,200.0,-2.12,-39.41651148,5.784,9.34,C,Near-breakeven (-2.12) with 200 monthly sales,HIGH,No,MEDIUM,0.28,MATCH,,Command,https://www.efghousewares.co.uk/acana-moisture-trap-freshener-105427,https://www.amazon.co.uk/dp/B00S9OR05W,Available (see Keepa data),UNPROFITABLE
AMTECH CHALK LINE 2PC,Amtech G3750B 2 Piece 30m (100ft) chalk line kit,B004TRQMT8,5032759017621,EAN,T1,80,TRUE,100.0,-2.13,-60.82621083,3.552,5.73,C,Near-breakeven (-2.13) with 100 monthly sales,HIGH,No,MEDIUM,0.52,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-chalk-line-2pc,https://www.amazon.co.uk/dp/B004TRQMT8,,UNPROFITABLE
CHEF AID FUNNELS SET OF 4,"Chef Aid Set of Funnels, Colours May Vary",B008YW569G,5012904175017,EAN,T1,80,TRUE,100.0,-2.15,-97.5,1.98,3.99,C,Near-breakeven (-2.15) with 100 monthly sales,HIGH,No,MEDIUM,0.61,MATCH,,Kitchen Accessories,https://www.efghousewares.co.uk/chef-aid-funnels-set-of-4-117157,https://www.amazon.co.uk/dp/B008YW569G,,UNPROFITABLE
PIFCO BLACK TOASTER 2 SLICE,PIFCO® Black Toaster 2 Slice - 700W - 6 Browning Controls & Anti-Jam Function - Compact Design 2 Slice Toaster - Easy to Clean with Removable Crumbs Tray,B09VPLM7VM,5021961204684,EAN,T1,40,TRUE,600.0,-2.17,-26.22785829,9.276,13.99,C,Near-breakeven (-2.17) with 600 monthly sales,HIGH,No,MEDIUM,0.3,MATCH,,Kitchen Appliances,https://www.efghousewares.co.uk/pifco-black-toaster-2-slice-107586,https://www.amazon.co.uk/dp/B09VPLM7VM,,"BRAND_MISMATCH,UNPROFITABLE"
GORILLA GLUE CLEAR 50ML,Gorilla 1244002 Glue Crystal Clear 50ml,B079D84V27,,Title,T2,45,FALSE,200.0,-2.18,-43.35989376,5.364,7.48,C,Near-breakeven (-2.18) with 200 monthly sales,MEDIUM,Yes,MEDIUM,0.74,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/gorilla-clear-glue-50ml,https://www.amazon.co.uk/dp/B079D84V27,,"NO_SUPPLIER_EAN,UNPROFITABLE"
RUSTINS BLACKBOARD BLACK 500ML,Rustins Blackboard Black 500ml,B001GU8AIM,5015332050031,EAN,T1,95,TRUE,200.0,-2.19,-31.75872093,7.596,11.13,C,Near-breakeven (-2.19) with 200 monthly sales,HIGH,No,MEDIUM,1.0,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-blackboard-black-500ml,https://www.amazon.co.uk/dp/B001GU8AIM,,UNPROFITABLE
ELBOW GREASE XL  ALL PURPOSE DEGREASER SPRAY 1L PK12,"Elbow Grease All Purpose Degreaser Spray – Extra Large (1 Litre) | Removes Grease & Oil from Kitchens & Bathroom Surfaces, Outdoor, Vehicles & Fabrics",B085F1YNM8,5053249238937,EAN,T1,80,TRUE,10000.0,-2.2,-400.3030303,0,1.99,C,Near-breakeven (-2.20) with 10000 monthly sales,HIGH,No,MEDIUM,0.45,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/elbow-grease-orig-spray-pk12,https://www.amazon.co.uk/dp/B085F1YNM8,Available (see Keepa data),UNPROFITABLE
VINERS BARWARE 2 STEP WAITERS FRIEND,"Viners Barware Waiter’s Friend Classic 2-Step Lever Action Corkscrew and Bottle Opener, Black & Silver",B08FXM3QX6,5010853268705,EAN,T1,80,TRUE,100.0,-2.22,-87.61528327,2.376,4,C,Near-breakeven (-2.22) with 100 monthly sales,HIGH,No,MEDIUM,0.42,MATCH,,Barware,https://www.efghousewares.co.uk/viners-barware-2-step-waiters-friend,https://www.amazon.co.uk/dp/B08FXM3QX6,Available (see Keepa data),UNPROFITABLE
HG CHANDELIER CLEANER 500ML (SOLD EACH),"HG Chandelier Cleaner Spray, Specialist Crystal & Glass Cleaner Spray for Lighting Fixtures, Gentle on Delicate Surfaces, Spray On & Drip Dry, Dissolves Dirt - 500ml",B000IU3VYY,8711577005870,EAN,T1,60,TRUE,600.0,-2.23,-36.34636265,6.708,10.15,C,Near-breakeven (-2.23) with 600 monthly sales,HIGH,No,MEDIUM,0.26,MATCH,,Hagesan,https://www.efghousewares.co.uk/hg-chandelier-cleaner-500ml-120942,https://www.amazon.co.uk/dp/B000IU3VYY,,UNPROFITABLE
GORILLA DOUBLE SIDED CARPET TAPE 7.3M X 35MM,"Gorilla Double Sided Tape 7.3m - Heavy Duty, Strong Adhesive & Indoor/Outdoor Use",B0BX4L6FBG,5704947014100,EAN,T1,80,TRUE,800.0,-2.25,-33.60655738,7.392,10.11,C,Near-breakeven (-2.25) with 800 monthly sales,HIGH,No,MEDIUM,0.51,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/gorilla-double-sided-carpet-tape-7-3m-x-35mm-115282,https://www.amazon.co.uk/dp/B0BX4L6FBG,Available (see Keepa data),UNPROFITABLE
BG 45A SWITCH C/W SOCKET & NEON BRUSHED CHROME,"BG Electrical Cooker Switch with Socket and LED, Cooker Control Unit, Control Socket, Double Pole, Raised Profile, Round Edges, Nexus Metal, Brushed Steel, Grey Inserts, 45A, NBS70G",B004TRR0MG,5050765019002,EAN,T1,60,TRUE,400.0,-2.25,-23.29545455,10.956,14.49,C,Near-breakeven (-2.25) with 400 monthly sales,HIGH,No,MEDIUM,0.31,MATCH,,Electrical Accessories,https://www.efghousewares.co.uk/bg-45a-switch-c-w-socket-neon-b-chrome,https://www.amazon.co.uk/dp/B004TRR0MG,,UNPROFITABLE
HG ALGAE & MOULD REMOVER 1LT (SOLD EACH),"HG Algae & Mould Remover – Concentrated Patio & Path Cleaner, Green Algae Remover, Stone-Safe Biocide for Paving Slabs & Outdoor Areas - 1L",B000IU3VTE,8711577002916,EAN,T1,60,TRUE,100.0,-2.26,-42.24299065,5.76,9,C,Near-breakeven (-2.26) with 100 monthly sales,HIGH,No,MEDIUM,0.3,MATCH,,Hagesan,https://www.efghousewares.co.uk/hg-algae-mould-remover-1lt,https://www.amazon.co.uk/dp/B000IU3VTE,,UNPROFITABLE
MASTERPLUG 2 GANG 5MTR LEAD,"Masterplug Two Socket Double Extension Lead, 5 Metre Cable, Unswitched, 2-Way Plug Extension Cable, Power Strip, Basic Power, White, 13A, 2G, 5m, BTG5N",B0036162JI,5015056379173,EAN,T1,60,TRUE,2000.0,-2.27,-36.93766938,6.72,9.97,C,Near-breakeven (-2.27) with 2000 monthly sales,HIGH,No,MEDIUM,0.2,MATCH,,Extension Leads   Reels,https://www.efghousewares.co.uk/masterplug-2-gang-5mtr-lead,https://www.amazon.co.uk/dp/B0036162JI,,UNPROFITABLE
TALA GLASS MIDI MEASURE 100ML,"Tala Glass Midi Measuring Cup, 100ml, Measures in ml, Tbsp, TSP & Fl oz, Small Glass Measuring Jug for Liquids & Dry Goods, Easy-to-Read, Dishwasher Safe",B0FCMV3412,5012904040872,EAN,T1,60,TRUE,800.0,-2.27,-140.8902692,1.272,2.99,C,Near-breakeven (-2.27) with 800 monthly sales,HIGH,No,MEDIUM,0.31,MATCH,,Glass Storage,https://www.efghousewares.co.uk/tala-glass-midi-measure-100ml-121291,https://www.amazon.co.uk/dp/B0FCMV3412,,UNPROFITABLE
RUSTINS MATT EMULSION WHITE 250ML,RUSTINS Matt Emulsion Paint White 250ml,B06XTYPXHY,5015332002269,EAN,T1,95,TRUE,400.0,-2.29,-66.28019324,3.48,5.5,C,Near-breakeven (-2.29) with 400 monthly sales,HIGH,No,MEDIUM,0.92,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-matt-emulsion-white-250ml,https://www.amazon.co.uk/dp/B06XTYPXHY,,UNPROFITABLE
HG MICROWAVE CLEANER 500ML (SOLD EACH),HG Microwave Cleaner - Powerful & Safe Grease & Food Deposit Remover for All Microwave & Combi Ovens - Cleans Quickly & Easily - 500ml,B003XR8A72,8711577091606,EAN,T1,60,TRUE,300.0,-2.3,-57.89252729,4.104,6.83,C,Near-breakeven (-2.30) with 300 monthly sales,HIGH,No,MEDIUM,0.3,MATCH,,Hagesan,https://www.efghousewares.co.uk/hg-microwave-cleaner-500ml-120937,https://www.amazon.co.uk/dp/B003XR8A72,,UNPROFITABLE
RUSTINS MASONRY PAINT BLACK 500ML,RUSTINS Masonry Paint Matt Black 500ml,B015WDKTP0,5015332001231,EAN,T1,95,TRUE,100.0,-2.32,-37.38593666,6.792,9.97,C,Near-breakeven (-2.32) with 100 monthly sales,HIGH,No,MEDIUM,0.93,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-masonry-paint-black-500ml,https://www.amazon.co.uk/dp/B015WDKTP0,,UNPROFITABLE
BG 1 GANG 2 WAY SWITCH BRUSHED CHROME,"BG Electrical Single Wall Light Switch, 2 Way, Raised and Slim Profile, Round Edges, Nexus Metal, Brushed Steel, 20A, 16AX, NBS12",B007CVCTR2,5050765018821,EAN,T1,60,TRUE,3000.0,-2.32,-69.25373134,3.36,3.6,C,Near-breakeven (-2.32) with 3000 monthly sales,HIGH,No,MEDIUM,0.31,MATCH,,Electrical Accessories,https://www.efghousewares.co.uk/bg-1-gang-2-way-switch-b-chrome,https://www.amazon.co.uk/dp/B007CVCTR2,,UNPROFITABLE
RUSTINS MDF WHITE 250M,"RUSTINS Quick Drying MDF White Primer 250ml-Quick-Drying, Smooth Finish Primer for Bare MDF Wood and Interior Surfaces; Excellent Adhesion; Seals and Prepares for Painting",B07WSX1WHG,5015332003174,EAN,T1,60,TRUE,200.0,-2.33,-58.00165837,4.164,6.85,C,Near-breakeven (-2.33) with 200 monthly sales,HIGH,No,MEDIUM,0.23,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-mdf-white-250m,https://www.amazon.co.uk/dp/B07WSX1WHG,,UNPROFITABLE
CAKE STAND WHITE ONLY 28X17CM,White Plastic Traditional Desserts Cake Stand Plate Display,B07L981N7Y,5015302427016,EAN,T1,60,TRUE,100.0,-2.33,-100.9379509,2.112,7.09,C,Near-breakeven (-2.33) with 100 monthly sales,HIGH,No,MEDIUM,0.36,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/cake-stand-white-only-28x17cm,https://www.amazon.co.uk/dp/B07L981N7Y,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
VINERS BARWARE CHAMPAGNE BUCKET SILVER4L,"Viners Barware 4 Litre Champagne Bucket, Silver",B08LQJY5R3,5010853268606,EAN,T1,95,TRUE,100.0,-2.34,-29.52921396,8.856,15.97,C,Near-breakeven (-2.34) with 100 monthly sales,HIGH,No,MEDIUM,0.87,MATCH,,Barware,https://www.efghousewares.co.uk/viners-barware-champagne-bucket-silver4l,https://www.amazon.co.uk/dp/B08LQJY5R3,,UNPROFITABLE
PYREX 0.8LTR RECTANGULAR DISH & LID ( PM),Pyrex Cook And Freeze Rectangular Dish With Lid 0.8L,B000KGCO30,3137610000704,Title,T2,45,FALSE,600.0,-2.34,-60.82251082,3.96,6.79,C,Near-breakeven (-2.34) with 600 monthly sales,MEDIUM,Yes,MEDIUM,0.65,MATCH,,Pyrex,https://www.efghousewares.co.uk/pyrex-0-8ltr-rectangular-dish-lid-pm-,https://www.amazon.co.uk/dp/B000KGCO30,,"AMAZON_EAN_MISSING,UNPROFITABLE"
CLAW DRYWALL PICTURE HANGER 11KG 4PK 3PH11-4UKN,"3M Claw Plasterboard Picture Hanging Wall Hooks For Hanging Home Décor, 4 Hangers, Holds up to 11 kg - Ideal for Heavyweight Items",B09RM83LPS,4064035002312,EAN,T1,40,TRUE,200.0,-2.36,-38.00322061,6.792,7.98,C,Near-breakeven (-2.36) with 200 monthly sales,HIGH,No,MEDIUM,0.33,MATCH,,Command,https://www.efghousewares.co.uk/claw-drywall-picture-hanger-11kg-4pk-3ph11-4ukn-115835,https://www.amazon.co.uk/dp/B09RM83LPS,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
RODO SAFETY SPECTACLE CLEAR,"Blackrock Safety Glasses Clear, Polycarbonate Anti-Scratch Lens, For Work, Eye Protection, Protective, Shooting, Cycling, Mens Womens Unisex, Good Viewing, Laboratory, Gardening",B0052LHGBI,5019200081899,EAN,T1,40,TRUE,100.0,-2.36,-136.5125241,1.416,2.95,C,Near-breakeven (-2.36) with 100 monthly sales,HIGH,No,MEDIUM,0.18,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/rodo-safety-spectacle-clear,https://www.amazon.co.uk/dp/B0052LHGBI,,"BRAND_MISMATCH,UNPROFITABLE"
ELBOW GREASE DISH BRUSH REFILL PINK PACK OF 3,"Elbow Grease Dish Brush Refill Sponges - Fill, Dispense, Replace | Washing Up Sponges (Pink - 3 Pack)",B0CCLS5WC4,5053249263564,EAN,T1,80,TRUE,100.0,-2.37,-158.2222222,1.14,2.24,C,Near-breakeven (-2.37) with 100 monthly sales,HIGH,No,MEDIUM,0.55,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/elbow-grease-pink-dish-brush-refill-106267,https://www.amazon.co.uk/dp/B0CCLS5WC4,,UNPROFITABLE
ELBOW GREASE RUBBER GLOVE MEDIUM,"Elbow Grease Rubber Gloves | Cotton Lined, Super Strong, Non-Slip Household Cleaning Gloves (Medium)",B08HZ6TNWJ,5053249239040,EAN,T1,80,TRUE,2000.0,-2.37,-430.3030303,0,1.3,C,Near-breakeven (-2.37) with 2000 monthly sales,HIGH,No,MEDIUM,0.48,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/elbow-grease-rubber-glove-med-16-12,https://www.amazon.co.uk/dp/B08HZ6TNWJ,,UNPROFITABLE
ACCTIM WICKFORD KIDS WALL CLOCK BLUE,Acctim Wickford Kids Teaching Wall Clock Quartz Rainbow Dial Quarter Markers Blue 20cm 22529,B079MBMQF3,5012562225291,EAN,T1,80,TRUE,100.0,-2.42,-33.21870702,8.064,11.49,C,Near-breakeven (-2.42) with 100 monthly sales,HIGH,No,MEDIUM,0.56,MATCH,,Clocks,https://www.efghousewares.co.uk/acctim-wickford-kids-wall-clock-blue-106908,https://www.amazon.co.uk/dp/B079MBMQF3,,UNPROFITABLE
GORILLA GLUE CLEAR 170ML,Gorilla Glue Clear 170ml,B07KWLFJBF,5704947006044,EAN,T1,95,TRUE,300.0,-2.43,-28.22299652,9.672,13.02,C,Near-breakeven (-2.43) with 300 monthly sales,HIGH,No,MEDIUM,1.0,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/gorilla-glue-clear-170ml,https://www.amazon.co.uk/dp/B07KWLFJBF,Available (see Keepa data),UNPROFITABLE
NUAGE AQUEOUS CREAM ALOE VERA EACH,"Nuagé Aqueous Cream with Aloe Vera | Moisturising Cream For Cooling, Softening, Soothing & Hydrating Skin (350ml)",B07YBFQQPS,5020535011918,EAN,T1,60,TRUE,100.0,-2.43,-150.7246377,1.272,2.56,C,Near-breakeven (-2.43) with 100 monthly sales,HIGH,No,MEDIUM,0.45,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/nuage-aqueous-cream-aloe-vera-each-30-3,https://www.amazon.co.uk/dp/B07YBFQQPS,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
AMTECH DIAMOND SHARPENING FILE,"Amtech E2556 Diamond Sharpening File for Scissors, Knives and Garden Tools, 2-Sided Flat and Curved",B008PQCNEC,5032759036523,EAN,T1,80,TRUE,300.0,-2.46,-38.82754995,6.948,8.95,C,Near-breakeven (-2.46) with 300 monthly sales,HIGH,No,MEDIUM,0.47,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-diamond-sharpening-file,https://www.amazon.co.uk/dp/B008PQCNEC,,UNPROFITABLE
UNIBOND NO MORE NAILS REMOVABLE MOUNTING STRIPS 10PC,"Unibond No More Nails Removable Picture Hanging Strips, Adhesive Strips for Fast, Easy Mounting, Double Sided Sticky Tape for Interior Use, Translucent Tape, Pack of 10 , Yellow",B002SPBUQ8,5010383051341,EAN,T1,80,TRUE,1000.0,-2.46,-64.8245614,3.9,3.98,C,Near-breakeven (-2.46) with 1000 monthly sales,HIGH,No,MEDIUM,0.41,MATCH,,Loctite   Unibond   Solvite,https://www.efghousewares.co.uk/unibond-no-more-nails-removable-strips-10pc-107648,https://www.amazon.co.uk/dp/B002SPBUQ8,Available (see Keepa data),UNPROFITABLE
WHAM CASA SAGE SILVER RECT BOWL 39CM,Wham Silver Sage High Grade Rectangular Rectangle Washing Up Bowl Basin,B08WJ9LB25,5038135172304,EAN,T1,80,TRUE,400.0,-2.46,-128.2118056,1.644,6.79,C,Near-breakeven (-2.46) with 400 monthly sales,HIGH,No,MEDIUM,0.41,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/wham-casa-sage-silver-rect-bowl-39cm,https://www.amazon.co.uk/dp/B08WJ9LB25,,UNPROFITABLE
HOZELOCK DOUBLE MALE CONNECTOR,Hozelock 2291 Double Male Connector,B000TAW626,5010646005203,Title,T2,45,FALSE,100.0,-2.46,-59.83009709,4.284,5.97,C,Near-breakeven (-2.46) with 100 monthly sales,MEDIUM,Yes,MEDIUM,0.92,MATCH,,Watering,https://www.efghousewares.co.uk/hozelock-double-male-connector,https://www.amazon.co.uk/dp/B000TAW626,Available (see Keepa data),"AMAZON_EAN_MISSING,UNPROFITABLE"
HARRIS ARTIST BRUSHES FLAT 10PC,"Harris Seriously Good Flat Artist Arts and Crafts Paint Brushes, 10 Pack",B08159RXDG,5056287401103,EAN,T1,80,TRUE,500.0,-2.48,-106.3662375,2.136,2.27,C,Near-breakeven (-2.48) with 500 monthly sales,HIGH,No,MEDIUM,0.5,MATCH,,Harris Decorating,https://www.efghousewares.co.uk/harris-artist-brushes-flat-pk10,https://www.amazon.co.uk/dp/B08159RXDG,Available (see Keepa data),UNPROFITABLE
JUST STATIONERY ELASTIC BANDS ORIGINAL 100GM,"Just Stationery Assorted Size Original Elastic Band, Brown",B004JNICGS,5013922062259,Title,T2,45,FALSE,600.0,-2.48,-177.1516881,1.0224,2.29,C,Near-breakeven (-2.48) with 600 monthly sales,MEDIUM,Yes,MEDIUM,0.61,MATCH,,Other,https://www.efghousewares.co.uk/just-stationery-elastic-bands-original-100gm,https://www.amazon.co.uk/dp/B004JNICGS,Available (see Keepa data),"AMAZON_EAN_MISSING,UNPROFITABLE"
STATUS P/ELECTRIC 1PK SMOKE ALARM 09.12,"STATUS 9V Photoelectric Smoke Alarm, Battery Operated Fire Detector for Home Bedroom Kitchen Hallway, Includes 9V Battery, Easy Test Button, Low Battery Warning, (9VDCPESA5)",B00EO2UW3A,5022822170612,EAN,T1,60,TRUE,500.0,-2.49,-50.13413816,5.304,6.97,C,Near-breakeven (-2.49) with 500 monthly sales,HIGH,No,MEDIUM,0.28,MATCH,,Electrical Accessories,https://www.efghousewares.co.uk/status-p-electric-1pk-smoke-alarm-09-12,https://www.amazon.co.uk/dp/B00EO2UW3A,Available (see Keepa data),UNPROFITABLE
GORILLA TAPE WHITE 10M,Gorilla 3044611 Tape Duct Tape White 48mm x 10m,B01M2X9TZB,,Title,T2,45,FALSE,1000.0,-2.51,-61.51960784,4.236,6,C,Near-breakeven (-2.51) with 1000 monthly sales,MEDIUM,Yes,MEDIUM,0.64,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/gorilla-tape-white-10m,https://www.amazon.co.uk/dp/B01M2X9TZB,,"NO_SUPPLIER_EAN,UNPROFITABLE"
ELBOW GREASE TOILET CLEANER FOAM BERRY BLAST 500G,"Elbow Grease Foaming Toilet Cleaner, Deep Cleaning Action, Berry Blast Fragrance, 500 G",B0B77XKJCJ,5053249253206,EAN,T1,95,TRUE,50.0,-2.53,-110.5531295,2.088,4.39,C,Near-breakeven (-2.53) with 50 monthly sales,HIGH,No,MEDIUM,0.68,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/elbow-grease-toilet-cleaner-berry-104150,https://www.amazon.co.uk/dp/B0B77XKJCJ,,UNPROFITABLE
HG 4 IN 1 FOR LEATHER (SOLD EACH),"HG 4-in-1 Leather Cleaner, Premium Real Leather & Faux Leather Cleaner, Leather Conditioner to Restore & Nourish Soft Furniture & Accessories, Effective Leather Polish - 250ml",B000IU40JO,8711577010775,EAN,T1,60,TRUE,100.0,-2.54,-34.07258065,8.268,11.37,C,Near-breakeven (-2.54) with 100 monthly sales,HIGH,No,MEDIUM,0.21,MATCH,,Hagesan,https://www.efghousewares.co.uk/hg-4-in-1-for-leather,https://www.amazon.co.uk/dp/B000IU40JO,,UNPROFITABLE
PRODEC ALUMINIUM OXIDE 60 GRIT 5M,"ProDec 5m Roll 60 Grit Coarse Grade Yellow Aluminium Oxide Abrasive Sanding Paper for Sanding Wood, Paint, Plaster, Filler, Metal and More, 115mm Wide Sandpaper Compatible with Machine Sanders",B09H3J4FGD,5019200182916,EAN,T1,60,TRUE,100.0,-2.54,-84.66666667,2.94,5.1,C,Near-breakeven (-2.54) with 100 monthly sales,HIGH,No,MEDIUM,0.27,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-aluminium-oxide-60-grit-5m,https://www.amazon.co.uk/dp/B09H3J4FGD,,UNPROFITABLE
UNIBOND ANTI-MOULD KITCHEN & BATHROOM SEALANT WHITE,"UniBond Anti-Mould White, Waterproof Mould Protection, Long-lasting White Silicone Sealant for Kitchen & Bathroom, Powerful Bath Sealant, 1 x 274g Cartridge",B01G3OCFVI,4015000437295,EAN,T1,80,TRUE,5000.0,-2.56,-41.69381107,6.708,9,C,Near-breakeven (-2.56) with 5000 monthly sales,HIGH,No,MEDIUM,0.46,MATCH,,Loctite   Unibond   Solvite,https://www.efghousewares.co.uk/unibond-anti-mould-kitchen-bath-white,https://www.amazon.co.uk/dp/B01G3OCFVI,,UNPROFITABLE
