Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags
LESSER & PAVEY DRINK CUP STAY HYDRATED 1200ML,The Leonardo Collection Stay Hydrated Double Walled Stainless Steel Drink Cup 1200ml for Kitchen | Lovely Coffee Cup Set for Home & Office | Coffee & Tea Cups for Enjoying Hot Drinks,B0DKXYCQT1,5010792748542,EAN,T1,40,TRUE,Unknown,1.22,26.71783626,4.812,13.03,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.24,MATCH,,Giftware,https://www.efghousewares.co.uk/lesser-pavey-drink-cup-stay-hydrated-1200ml-122680,https://www.amazon.co.uk/dp/B0DKXYCQT1,,BRAND_MISMATCH
EUROWRAP TISSUE PAPER 6SHTS BLACK,Eurowrap Black Tissue Paper - 6 Sheets,B07NDG2M8W,5033601868361,EAN,T1,95,TRUE,Unknown,1.21,128.9007092,0.468,5.33,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.76,MATCH,,Tissue Paper Shred,https://www.efghousewares.co.uk/eurowrap-tissue-paper-6shts-black,https://www.amazon.co.uk/dp/B07NDG2M8W,,
SMART SOLAR STRING LIGHTS FIREFLY 25LED,Smart Garden Eureka Lighting Battery Powered Firefly String Lights 25 LED,B09V8CDWVY,5050642030663,EAN,T1,80,TRUE,Unknown,1.21,32.34180036,3.828,10.39,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.5,MATCH,,Lighting,https://www.efghousewares.co.uk/smart-solar-string-lights-firefly-25led,https://www.amazon.co.uk/dp/B09V8CDWVY,,
PET BLANKET 55X80CM,PET BLANKET 55CM X 80CM 3 ASSORTED,B0CPLMQPS1,5050565545404,EAN,T1,60,TRUE,Unknown,1.21,91.07142857,0.936,6.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.72,MATCH,,Dog Products,https://www.efghousewares.co.uk/pet-blanket-55x80cm,https://www.amazon.co.uk/dp/B0CPLMQPS1,,
ASHLEY FUNNEL SET 3PC,"3 Pack Funnel Set, 7cm, 9cm & 10.5cm, Plastic Funnel, Food Safe, Kitchen, Non Toxic, Non-Toxic Food Grade Plastic - Funnels for Filling Bottles or Containers",B089Y7FVYQ,5017403116011,EAN,T1,40,TRUE,Unknown,1.2,77.0432178,1.2096,7.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.17,MATCH,,Other,https://www.efghousewares.co.uk/ashley-funnel-set-3pc,https://www.amazon.co.uk/dp/B089Y7FVYQ,,BRAND_MISMATCH
MICROFIBRE PET TOWEL 100X50CM 2 COLS,"Microfibre Towel for Dog, 100cmx50cm Dog Towel for Drying Dogs, Quick Dry Absorbent Pet Towels, Soft, Lightweight Pet Fabric for Drying Dogs, Puppies & Cats, Ideal for Indoor, Outdoor & Travel Use",B0FF2TBK3X,5052516215787,EAN,T1,60,TRUE,Unknown,1.19,49.65277778,2.22,8.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.24,MATCH,,Dog Products,https://www.efghousewares.co.uk/microfibre-pet-towel-100x50cm-2-cols-116362,https://www.amazon.co.uk/dp/B0FF2TBK3X,,
MARKSMAN VOLTAGE TESTER DIGITAL,DIGITAL AC/DC 12V-250V VOLTAGE NEUTRAL TESTER,B003PJ9C3E,5038673680514,EAN,T1,60,TRUE,Unknown,1.18,84.89208633,1.008,6.9,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.45,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/marksman-voltage-tester-digital,https://www.amazon.co.uk/dp/B003PJ9C3E,,BRAND_MISMATCH
ASHLEY CAN OPENER PLASTIC HANDLE,1x Black Deluxe Metal Can Opener - Manual Butterfly Kitchen Tin Bottle Jar Lid Remover Tool - by Ashley,B0CJ3F41VN,5017403115892,EAN,T1,40,TRUE,Unknown,1.18,62.22280887,1.6128,7.74,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.31,MATCH,,Other,https://www.efghousewares.co.uk/ashley-can-opener-plastic-handle,https://www.amazon.co.uk/dp/B0CJ3F41VN,,BRAND_MISMATCH
TUBTRUG FLEXI TUB SMALL ORANGE,Red Gorilla Plastic Tub,B009VRQT58,729848000620,EAN,T1,40,TRUE,Unknown,1.18,29.93866328,4.068,10.63,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.23,MATCH,,Plastic Storage Boxes,https://www.efghousewares.co.uk/tubtrug-flexi-tub-small-orange,https://www.amazon.co.uk/dp/B009VRQT58,,BRAND_MISMATCH
AMTECH TROWEL CORNER SOFT GRIP,Amtech G1665 Corner trowel with soft grip,B005FLPXY2,5032759032457,EAN,T1,95,TRUE,Unknown,1.17,26.07407407,4.74,11.86,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.68,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-trowel-corner-soft-grip,https://www.amazon.co.uk/dp/B005FLPXY2,,
BLACK IRON TRIVET TRAYS SET OF 2,Set of 2 Black Iron Trivet Trays,B0CWLSDD9J,5024418509837,EAN,T1,75,TRUE,Unknown,1.17,34.85074627,3.36,9.78,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.72,MATCH,,Giftware,https://www.efghousewares.co.uk/black-iron-trivet-trays-set-of-2-120332,https://www.amazon.co.uk/dp/B0CWLSDD9J,,BRAND_MISMATCH
MEMORIAL FEATHER HEART WHITE & SILVER MUM & DAD 15X15CM,"Mum and DAD - White & Silver Angel Feather Memorial Heart Tribute, Grave Remembrance Ornament",B07F76L4YK,5055361746673,EAN,T1,60,TRUE,Unknown,1.17,24.0693306,5.196,11.95,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.38,MATCH,,Memorial,https://www.efghousewares.co.uk/memorial-feather-heart-white-silver-mum-dad-15x15cm-110890,https://www.amazon.co.uk/dp/B07F76L4YK,,BRAND_MISMATCH
PLASTIC NAIL BRUSHES 3PC,Health & Beauty Plastic Nail Brush 3 pc,B0CH1FX58K,5056239472052,EAN,T1,40,TRUE,Unknown,1.15,82.82374101,1.008,6.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.7,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/plastic-nail-brushes-3pc-97512,https://www.amazon.co.uk/dp/B0CH1FX58K,,BRAND_MISMATCH
TML DISH DRAINER LARGE METALLIC SILVER,Grey Plastic Kitchen Cutlery Dish Drainer,B0080NOOEC,5022092001326,EAN,T1,40,TRUE,Unknown,1.15,74.46236559,1.2,7.22,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.38,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/tml-dish-drainer-large-metallic-silver,https://www.amazon.co.uk/dp/B0080NOOEC,,BRAND_MISMATCH
SS SEEWING MACHINE OIL 120ML,Sewing Machine Oil 120ml (4),B08VD6M8K5,5055319530767,EAN,T1,60,TRUE,Unknown,1.14,73.11189559,1.2096,7.21,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.86,MATCH,,Other,https://www.efghousewares.co.uk/ss-seewing-machine-oil-120ml-111454,https://www.amazon.co.uk/dp/B08VD6M8K5,,BRAND_MISMATCH
ULTRATAPE BLACK RHINO GAFFER TAPE  PACK6,6 ROLLS OF 10 METRE 50mm RHINO ULTRATAPE WATERPROOF BLACK CLOTH TAPE carpet,B007HON3X8,5027785807919,EAN,T1,60,TRUE,Unknown,1.14,23.20460705,5.244,11.96,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.42,MATCH,,Ultratape,https://www.efghousewares.co.uk/ultratape-black-rhino-pk-6,https://www.amazon.co.uk/dp/B007HON3X8,,BRAND_MISMATCH
AMTECH DRILL BIT SDS 5PC SET,Amtech F0920 5 Piece SDS drill bit set,B003XV6ZFC,5032759010363,EAN,T1,95,TRUE,Unknown,1.13,30.17777778,3.84,9.59,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.61,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-drill-bit-sds-5pc-set,https://www.amazon.co.uk/dp/B003XV6ZFC,,
PAN AROMA BATH OIL W/BATH BOMB - MANDARIN & GINGER GIFT SET,Bath Oil & Bath Bomb Gift Set Mandarin & Ginger Honey Neroli Scent Elysium Spa,B0CLLWTNWY,5053249262680,EAN,T1,75,TRUE,Unknown,1.12,42.62086514,2.484,8.48,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.61,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/pan-aroma-bath-oil-w/bath-bomb-mandarin-ginger-gift-set-104127,https://www.amazon.co.uk/dp/B0CLLWTNWY,,BRAND_MISMATCH
RAPIDE RUBBER GLUE 30ML,SHOE REPAIR ADHESIVE,B08XQYMWYM,5055319529440,EAN,T1,40,TRUE,Unknown,1.12,80.33573141,1.008,5.84,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.33,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/rapide-rubber-glue-30ml-111629,https://www.amazon.co.uk/dp/B08XQYMWYM,,BRAND_MISMATCH
MARKSMAN SCRAPER BLADES,All Purpose Scraper,B07KYX96D7,5038673600031,EAN,T1,40,TRUE,Unknown,1.11,74.33333333,1.14,6.15,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.52,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/marksman-scraper-blades,https://www.amazon.co.uk/dp/B07KYX96D7,,BRAND_MISMATCH
VPL DOUBLE COLOUR 13 LTR BUCKET & LID,Bucket With Lid 13 Lt Dc Vpl,B00GX8EWUM,8904051800669,EAN,T1,40,TRUE,Unknown,1.11,37.09451902,2.916,9.17,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.34,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/vpl-double-colour-13-ltr-bucket-lid,https://www.amazon.co.uk/dp/B00GX8EWUM,,BRAND_MISMATCH
MEMORIAL PLASTIC SPIKE WHITE WITH ROBIN MUM,"In Loving Memory Verse Graveside Memorial Grave Spiked Flower Vase (Mum, White with Robin Design)",B0D31SPWHY,5055361768712,EAN,T1,60,TRUE,Unknown,1.1,66.56626506,1.332,7.95,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.49,MATCH,,Memorial,https://www.efghousewares.co.uk/memorial-plastic-spike-white-with-robin-mum-110906,https://www.amazon.co.uk/dp/B0D31SPWHY,,BRAND_MISMATCH
ART BOX GLITTER PAINT POTS 6X20ML,"Art Box 6 Glitter Paints 20ml, Assorted, 195mm by 160mm by 35mm",B07P96KFFN,5013922050362,EAN,T1,80,TRUE,Unknown,1.09,77.84117927,1.0224,7.18,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.56,MATCH,,Other,https://www.efghousewares.co.uk/art-box-glitter-paint-pots-6x20ml,https://www.amazon.co.uk/dp/B07P96KFFN,,
OXFORD CYCLE INNER TUBE 24 X 175  SV,Oxford Inner Tube 24 x 1.50-2.10 Schrader Bike Bicycle,B00F4LGKFE,5030009314773,EAN,T1,80,TRUE,Unknown,1.09,45.48611111,2.22,8.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.6,MATCH,,Oxford Products,https://www.efghousewares.co.uk/oxford-cycle-inner-tube-24-x-175-sv,https://www.amazon.co.uk/dp/B00F4LGKFE,,
ESSENTIAL PLASTIC CHAMPAGNE 8 GLASSES,24 Clear Plastic Champagne Flutes/Glasses 140ml,B004W4BBUS,5033298002345,EAN,T1,60,TRUE,Unknown,1.09,64.39842209,1.368,8.05,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.67,MATCH,,Disposable Tableware,https://www.efghousewares.co.uk/essential-plastic-champagne-8-glasses,https://www.amazon.co.uk/dp/B004W4BBUS,,BRAND_MISMATCH
XOXO GLITTER NAIL FILES 4PC,"Curved Glitter & Uv Painted Nail Files - Stunning & Assorted Colors for Professional Nail Care - Ideal for Salon, Home Use & Gifting - 4 Pc",B0CXG4NCXM,5050565527707,EAN,T1,40,TRUE,Unknown,1.09,78.65707434,1.008,5.86,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.28,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/xoxo-glitter-nail-files-4pc-108303,https://www.amazon.co.uk/dp/B0CXG4NCXM,,BRAND_MISMATCH
BLACKSPUR BRASS WIRE BRUSH UP,Blackspur BB-WB143 Multi-Purpose Brass Wire Brush,B0041HC78G,5017403321507,EAN,T1,95,TRUE,Unknown,1.08,77.93764988,1.008,5.98,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.67,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/blackspur-brass-wire-brush-up,https://www.amazon.co.uk/dp/B0041HC78G,Available (see Keepa data),
DEKTON BALLPEIN HAMMER FIBREGLASS HANDLE 16OZ,"Dekton 16Oz Ball Pein Hammer With Fiberglass Handle-Durable & Impact| Resistant Hammer For Metalwork, Mechanics, Construction| Precision Balanced|Ergonomic Design| Ideal For Shaping, Punching, Bending",B0F5GW1GMH,5055441430935,EAN,T1,60,TRUE,Unknown,1.08,29.40379404,3.768,9.81,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.09,MATCH,,Dekton,https://www.efghousewares.co.uk/dekton-ballpein-hammer-fibreglass-handle-16oz-121197,https://www.amazon.co.uk/dp/B0F5GW1GMH,Available (see Keepa data),
BLUE CANYON STORAGE BASKET PLASTIC WOODEN HANDLE WHITE MEDIUM,"Blue Canyon Storage Basket Wooden (White, Medium)",B0DY7Z45CM,5056295710006,EAN,T1,95,TRUE,Unknown,1.06,47.6539039,2.004,8.03,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.84,MATCH,,Plastic Storage Boxes,https://www.efghousewares.co.uk/blue-canyon-storage-basket-plastic-wooden-handle-white-medium-121263,https://www.amazon.co.uk/dp/B0DY7Z45CM,,
EXITEX BRUSH STRIP 914MM GOLD,"Brush Strip 914mm – Gold Finish Aluminium Draft Stopper Seal with Hard-Wearing Polypropylene Bristles, Door Draught Excluder",B000TAQQMM,5016570002127,EAN,T1,40,TRUE,Unknown,1.06,25.68770227,4.284,13.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.29,MATCH,,Exitex,https://www.efghousewares.co.uk/exitex-brush-strip-914mm-gold-107219,https://www.amazon.co.uk/dp/B000TAQQMM,Available (see Keepa data),BRAND_MISMATCH
JCB LED W/W GLS BC 15W EACH,JCB LED Light Bulbs GLS ES / E27 BC / B22 3000k 6500k Energy Class A+ (15),B0727YB96K,5050028108603,EAN,T1,80,TRUE,Unknown,1.05,49.76415094,1.884,8.31,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.36,MATCH,,Light Bulbs,https://www.efghousewares.co.uk/jcb-led-w-w-gls-bc-15w-each,https://www.amazon.co.uk/dp/B0727YB96K,,
ROLSON ALUMINIUM TORCH 3AAA,Rolson 61442 3AAA Aluminium Torch,B08GGCY1V2,5029594614429,EAN,T1,95,TRUE,Unknown,1.04,21.85964912,5.04,12.49,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.73,MATCH,,Rolson Tools,https://www.efghousewares.co.uk/rolson-aluminium-torch-3aaa,https://www.amazon.co.uk/dp/B08GGCY1V2,,
LYNWOOD PAINT KETTLE 2.5LT,Lynwood Pls Paint Kettle,B003MPIK7U,5016574124849,EAN,T1,80,TRUE,Unknown,1.04,64.44099379,1.272,7.14,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.8,MATCH,,Lynwood Express Decorating,https://www.efghousewares.co.uk/lynwood-paint-kettle-2-5lt,https://www.amazon.co.uk/dp/B003MPIK7U,,
ULTRATAPE WALL REPAIR SCRIM 50 X 90MM EA,Details About Adhesive Tape Plasterboard Joint Scrim Repair Decorators Cloth Tapes 48mm x 90mAdhesive Tape Plasterboard Joint Scrim Repair Decorators Cloth Tapes 48mm x 90m,B00JR9SEVC,5027785809166,EAN,T1,40,TRUE,Unknown,1.04,29.11985019,3.612,9.98,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.27,MATCH,,Ultratape,https://www.efghousewares.co.uk/ultratape-wall-repair-scrim-50-x-90mm-ea,https://www.amazon.co.uk/dp/B00JR9SEVC,,BRAND_MISMATCH
GOODYEAR UNIVERSAL BUB KIT 10PC,"Goodyear Compact Universal Spare Bulb Kit, inc H1, H4 and H7 bulbs",B07BWMNVR2,5055441421940,EAN,T1,80,TRUE,Unknown,1.03,19.07854051,5.808,13.99,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.58,MATCH,,Dekton,https://www.efghousewares.co.uk/goodyear-universal-bub-kit-10pc-121169,https://www.amazon.co.uk/dp/B07BWMNVR2,Available (see Keepa data),
BLUE CANYON GECKO CORNER CADDY,"Blue Canyon Gecko Corner Rack, Shower Caddy with Vacuum Suction, Quick Lock Suction Cup, No Drill and No Screws Required, Removable, Reusable and Repositionable, Stainless Steel",B00J2UAIH4,5060187179789,EAN,T1,60,TRUE,Unknown,1.03,6.255068938,19.068,30.49,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.29,MATCH,,Bathroom Accessories,https://www.efghousewares.co.uk/blue-canyon-gecko-corner-caddy-114201,https://www.amazon.co.uk/dp/B00J2UAIH4,,
DEKTON FLAT PRO SCREWDRIVER 3MMX75MM,Dekton Flat Screwdriver 3mm x 75mm | Durable CR-V Steel Construction | Magnetic Tip for Easy Screw Pick-Up | Non-Slip Rubber Handle for Improved Grip and Control | Ideal for DIY & Home Improvement,B0DH57P7LG,5055441423982,EAN,T1,60,TRUE,Unknown,1.02,73.74100719,1.008,6.87,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.28,MATCH,,Dekton,https://www.efghousewares.co.uk/dekton-flat-pro-screwdriver-3mmx75mm,https://www.amazon.co.uk/dp/B0DH57P7LG,,
PRIMA SINK PLUGS 5PK ASSORTED SIZES 14/9,Pack Of 5 Assorted Universal Sink Plugs,B08ZH6WHJF,5038673184845,EAN,T1,60,TRUE,Unknown,1.02,65.16902011,1.2096,6.04,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.38,MATCH,,Other,https://www.efghousewares.co.uk/prima-sink-plugs-5pk-asrtd-sizes-14-9,https://www.amazon.co.uk/dp/B08ZH6WHJF,,BRAND_MISMATCH
STRONG AS AN OX REMOVABLE REPLACEMENT STRIP LARGE 4PC,"HE344P Large Removable Replacement Strips, 20mm x 60mm, White Pack of 4, Multi-Colour",B08FMQKR9C,5055319529228,EAN,T1,60,TRUE,Unknown,1.01,73.02158273,1.008,5.49,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.51,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/strong-as-an-ox-removable-replacement-strip-large-4pc-111513,https://www.amazon.co.uk/dp/B08FMQKR9C,,BRAND_MISMATCH
EPOXY PERMANENT REPAIR ADHESIVE 40G 2PC,Super Stik 2 Pack Epoxy Glue Adhesive Reapering Small Jobs Rapid Bond Glass Metal Plastics Rubber Wood Transparent Quick Dry Araldite Ceramic Household Repairs Automotive Plumbing Resin,B07RJ348XY,5056175923717,EAN,T1,40,TRUE,Unknown,1.01,72.63189448,1.008,6.79,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.19,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/epoxy-permanent-repair-adhesive-40g-2pc-110772,https://www.amazon.co.uk/dp/B07RJ348XY,,BRAND_MISMATCH
AMAZING WORLD ANIMAL FRIENDS,Animsl Friends Sticker activity book with over 70 reusable stickers,B00IQHJO60,9780857264572,EAN,T1,40,TRUE,Unknown,1.0,57.01853954,1.4544,6.5,B,"T1 EAN match with positive margin, unknown sales",HIGH,No,LOW,0.27,MATCH,,Other,https://www.efghousewares.co.uk/amazing-world-animal-friends-124256,https://www.amazon.co.uk/dp/B00IQHJO60,,BRAND_MISMATCH
SISTEMA TO GO DRESSING POTS 35ML 4PK,Sistema Lot+de+4+Boxes+food+%C3% A0+condiments+with+lid+dressing+To+Go+35cl+%28Coloris+assorted%29,B07QHQK23D,9414202214706,EAN,T1,60,TRUE,300.0,-0.47,-16.8742586,2.712,6.7,C,Near-breakeven (-0.47) with 300 monthly sales,HIGH,No,HIGH,0.36,MATCH,,Food Containers,https://www.efghousewares.co.uk/sistema-to-go-dressing-pots-35ml-4pk,https://www.amazon.co.uk/dp/B07QHQK23D,,UNPROFITABLE
VINERS EVERYDAY PURITY 4PC TEA SPOON,Viners Everyday Purity 4 Piece 18/0 Silver Stainless Steel Tea Spoons,B082JCTHBB,5010853265148,EAN,T1,95,TRUE,200.0,-0.5,-17.93020457,2.664,5.5,C,Near-breakeven (-0.50) with 200 monthly sales,HIGH,No,HIGH,0.69,MATCH,,Cutlery Cutlery Sets,https://www.efghousewares.co.uk/viners-everyday-purity-4pc-tea-spoon,https://www.amazon.co.uk/dp/B082JCTHBB,Available (see Keepa data),UNPROFITABLE
ELLIOTT CLOTHES BRUSH ELLIOTTS WOODEN,Elliott Wooden Clothes Brush,B00VFNLZIW,5013159105606,EAN,T1,95,TRUE,1000.0,-0.5,-28.57142857,1.44,4.8,C,Near-breakeven (-0.50) with 1000 monthly sales,HIGH,No,HIGH,0.65,MATCH,,Brushware,https://www.efghousewares.co.uk/elliott-clothes-brush-elliotts-wooden,https://www.amazon.co.uk/dp/B00VFNLZIW,Available (see Keepa data),UNPROFITABLE
STERLING TUBULAR MORTICE LATCH 3INCH - NICKLE PLATED,Sterling TML130N 75 mm Tubular Mortice Latch - Chrome Nickel,B002Q0FDIG,5016567012146,Title,T2,45,FALSE,300.0,-0.52,-23.20627803,2.016,5.82,C,Near-breakeven (-0.52) with 300 monthly sales,MEDIUM,Yes,HIGH,0.7,MATCH,,Sterling Locks,https://www.efghousewares.co.uk/sterling-tubular-mortice-3in-nickel,https://www.amazon.co.uk/dp/B002Q0FDIG,,"AMAZON_EAN_MISSING,UNPROFITABLE"
THE BIG CHEESE ANTI MOUSE REPELLENT BATTERY POWERED,"The Big Cheese Mouse Out Battery Powered Mouse Repellent - Portable Ultrasonic Rodent Deterrent - Long-Lasting 3 Month Protection – Safe for People & Pets - Ideal for Attics, Sheds, Garages",B07XJVJRK2,5036200128201,EAN,T1,80,TRUE,200.0,-0.53,-7.82414307,7.392,12.99,C,Near-breakeven (-0.53) with 200 monthly sales,HIGH,No,HIGH,0.34,MATCH,,Stv International,https://www.efghousewares.co.uk/stv-anti-mouse-repellent-battery-powered,https://www.amazon.co.uk/dp/B07XJVJRK2,,UNPROFITABLE
RUSTINS STICKY OFF 60ML,Sticky Off 50ml,B0CJC1WCMT,5015332005277,EAN,T1,40,TRUE,200.0,-0.57,-27.09320695,1.872,5.77,C,Near-breakeven (-0.57) with 200 monthly sales,HIGH,No,HIGH,0.74,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-sticky-off-60ml,https://www.amazon.co.uk/dp/B0CJC1WCMT,,"BRAND_MISMATCH,UNPROFITABLE"
TALA STAINLESS STEEL SPATULA,Tala Stainless Steel Palette Knife,B0052DFBEA,5012904093564,EAN,T1,80,TRUE,400.0,-0.59,-23.25428195,2.376,4.85,C,Near-breakeven (-0.59) with 400 monthly sales,HIGH,No,HIGH,0.77,MATCH,,Kitchen Gadgets   Utensils,https://www.efghousewares.co.uk/tala-s-s-spatula-9356,https://www.amazon.co.uk/dp/B0052DFBEA,Available (see Keepa data),UNPROFITABLE
PRODEC DECORATORS BRUSH 12PC SET,"ProDec Decorator's Dozen 12 Piece Synthetic Paint Brush Set for a Smooth Finish Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood, Metal - 2x 1, 5x 1.5, 4x 2, 1x 3 inch",B09VGYQJNC,5019200286010,EAN,T1,60,TRUE,600.0,-0.61,-5.759573132,12.084,18.49,C,Near-breakeven (-0.61) with 600 monthly sales,HIGH,No,HIGH,0.25,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-decorators-brush-12pc-set,https://www.amazon.co.uk/dp/B09VGYQJNC,,UNPROFITABLE
DEADFAST MOUSE & RAT KILLER 15 BLOCK,"Deadfast Mouse and Rat Killer Plus Poison, 15 Block - Green",B07FRCMXRY,5023377005589,Title,T2,45,FALSE,600.0,-0.67,-9.436619718,7.86,12.48,C,Near-breakeven (-0.67) with 600 monthly sales,MEDIUM,Yes,HIGH,0.74,MATCH,,Fertilisers & Chemicals,https://www.efghousewares.co.uk/deadfast-mouse-rat-killer-15-block,https://www.amazon.co.uk/dp/B07FRCMXRY,,"AMAZON_EAN_MISSING,UNPROFITABLE"
MURPHY MUTT MUG,Lesser & Pavey British Designed Barrel Coffee Mug | Ceramic Mugs for Home or Work | Large Mugs for Hot Drinks | Murphy Mutt Tea and Coffee Cups - Bug Art,B0CJWL2BSF,5010792341743,EAN,T1,40,TRUE,200.0,-0.67,-15.80392157,4.44,9.19,C,Near-breakeven (-0.67) with 200 monthly sales,HIGH,No,HIGH,0.17,MATCH,,Giftware,https://www.efghousewares.co.uk/murphy-mutt-mug-116485,https://www.amazon.co.uk/dp/B0CJWL2BSF,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
PRODEC PREMIER SYNTHETIC BRUSH 7PC SET,"ProDec 7 piece Premier Trade Synthetic Paint Brush Set for a Smooth Finish with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood, Metal, 2x 1.5, 2x 2, 1x 3 inch +2 Free Sash Brushes",B097HQV49P,5019200288809,EAN,T1,60,TRUE,200.0,-0.68,-7.601351351,9.996,15.93,C,Near-breakeven (-0.68) with 200 monthly sales,HIGH,No,HIGH,0.3,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-premier-synthetic-brush-7-pc-set,https://www.amazon.co.uk/dp/B097HQV49P,,UNPROFITABLE
GOODYEAR SOFT GRIP ICE SCRAPER,Goodyear Ice Scraper-strong And Ergonomic| Extra Wide Blade| Ice Breaker| Soft Grip| Ergonomic Handle For Comfortable Grip| Durable And Strong Design For Extreme Weather Conditions| Ideal For Vehicles,B0CS6VQZLC,5055441444772,EAN,T1,60,TRUE,3000.0,-0.68,-48.00469484,1.044,4.99,C,Near-breakeven (-0.68) with 3000 monthly sales,HIGH,No,HIGH,0.1,MATCH,,Dekton,https://www.efghousewares.co.uk/goodyear-soft-grip-ice-scraper-110822,https://www.amazon.co.uk/dp/B0CS6VQZLC,Available (see Keepa data),UNPROFITABLE
ELLIOTTS DISH MOP,Elliott Dish Mop,B00KZDW12W,5013159001335,EAN,T1,40,TRUE,200.0,-0.69,-42.27642276,1.308,4.94,C,Near-breakeven (-0.69) with 200 monthly sales,HIGH,No,HIGH,0.97,MATCH,,Mops  Squeegees,https://www.efghousewares.co.uk/elliotts-dish-mop-15-2,https://www.amazon.co.uk/dp/B00KZDW12W,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
